path,true_label,predicted_label,true_label_name,predicted_label_name
sawit/data/images/test\TE1-012--2021-05-31--12-37-04_49.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-05-31--12-37-04_52.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_36.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_37.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_38.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_39.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_41.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_42.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_45.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_46.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_47.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_49.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_50.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_51.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_53.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_54.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_57.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_58.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_61.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_64.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_65.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-05-31--14-36-17_66.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-06-19--18-31-30_205.jpeg,0,5,Frog,Spider
sawit/data/images/test\TE1-012--2021-07-05--15-47-03_46.jpeg,2,3,Bird,Small_mammal
sawit/data/images/test\TE1-012--2021-07-05--15-47-03_47.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-05--15-47-03_48.jpeg,2,3,Bird,Small_mammal
sawit/data/images/test\TE1-012--2021-07-06--11-39-15_47.jpeg,2,3,Bird,Small_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_132.jpeg,2,0,Bird,Frog
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_80.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_81.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_82.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_83.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_84.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_85.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_86.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_87.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_88.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_89.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_90.jpeg,2,0,Bird,Frog
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_91.jpeg,2,0,Bird,Frog
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_92.jpeg,2,0,Bird,Frog
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_93.jpeg,2,0,Bird,Frog
sawit/data/images/test\TE1-012--2021-07-10--09-45-14_94.jpeg,2,0,Bird,Frog
sawit/data/images/test\TE1-012--2021-07-21--10-12-45_43.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-21--10-12-45_44.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-07-29--10-21-31_48.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-07-31--17-46-31_45.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-012--2021-07-31--17-46-31_46.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-012--2021-07-31--17-46-31_47.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-012--2021-07-31--17-46-31_48.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-012--2021-07-31--17-46-31_49.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-012--2021-08-05--09-53-01_45.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-08-05--09-53-01_46.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-08-05--09-53-01_65.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-08-13--14-23-35_47.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-08-13--14-23-35_48.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-012--2021-08-13--14-24-24_96.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-08-29--00-43-03_55.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_181.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_182.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_183.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_187.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_80.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_82.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_84.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--01-21-45_85.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-08-29--02-11-02_169.jpeg,0,1,Frog,Lizard
sawit/data/images/test\TE1-012--2021-09-05--22-02-24_405.jpeg,0,5,Frog,Spider
sawit/data/images/test\TE1-012--2021-09-05--22-02-24_421.jpeg,0,5,Frog,Spider
sawit/data/images/test\TE1-012--2021-09-05--22-02-24_423.jpeg,0,5,Frog,Spider
sawit/data/images/test\TE1-012--2021-09-05--22-02-24_431.jpeg,0,5,Frog,Spider
sawit/data/images/test\TE1-012--2021-09-05--22-02-24_448.jpeg,0,5,Frog,Spider
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_60.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_61.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_62.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_66.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_67.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_68.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_70.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_75.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-012--2021-09-06--16-10-42_80.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-06--00-34-53_102.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-06--00-34-53_169.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-06--00-34-53_173.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-06--00-34-53_175.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-06--00-34-53_79.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-52-29_85.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-52-29_93.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-52-29_96.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-55-50_150.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-55-50_151.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-55-50_152.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-55-50_153.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-10--06-55-50_157.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-11--09-13-56_84.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-014--2021-04-12--21-20-30_164.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--21-20-30_165.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--21-20-30_203.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--21-20-30_205.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--21-20-30_206.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--21-20-30_209.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-06-23_58.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-06-23_59.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-06-23_60.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-07-27_103.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-07-27_104.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-07-27_105.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-07-27_106.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-12--22-07-27_107.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-13--19-46-34_1263.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-04-13--21-29-00_50.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-13--21-29-00_51.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-13--21-29-00_52.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-13--21-29-00_53.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-04-14--00-53-50_42.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--00-53-50_43.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--00-53-50_44.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--00-53-50_45.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--04-04-59_49.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--04-04-59_50.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--04-04-59_51.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--04-04-59_52.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-04-14--04-04-59_53.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-05-16--10-47-54_70.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-014--2021-05-25--13-40-12_152.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-014--2021-05-27--07-25-11_50.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-05-27--07-25-11_51.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-05-27--07-25-11_65.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-05--08-30-14_54.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-05--08-30-14_55.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-05--08-30-14_56.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-05--08-30-14_57.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-05--08-30-14_74.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-06--08-22-30_91.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-06--08-33-11_59.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-06--08-33-11_60.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-08--07-59-19_50.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-08--07-59-19_51.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-09--20-40-27_66.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-06-09--20-40-27_67.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-014--2021-06-09--20-40-27_68.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-06-12--01-16-27_54.jpeg,0,6,Frog,Scorpion
sawit/data/images/test\TE1-014--2021-06-12--04-44-21_165.jpeg,0,6,Frog,Scorpion
sawit/data/images/test\TE1-014--2021-06-12--04-44-21_167.jpeg,0,6,Frog,Scorpion
sawit/data/images/test\TE1-014--2021-06-13--11-14-40_45.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-06-15--21-49-29_75.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-06-15--21-49-29_76.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-014--2021-06-20--08-48-02_63.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-014--2021-06-20--08-48-02_64.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-014--2021-06-23--08-43-59_76.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-03--07-17-28_57.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-03--07-17-28_58.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-03--07-17-28_59.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-07--07-47-52_52.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-07--07-47-52_53.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-07--07-50-24_55.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-07--07-50-24_56.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-08--15-38-42_55.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-08--16-05-43_54.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-10--07-36-18_52.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-10--07-36-18_62.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-13--07-34-33_74.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_54.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_55.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_56.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_57.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_58.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_60.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_62.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-15--10-25-20_65.jpeg,2,1,Bird,Lizard
sawit/data/images/test\TE1-014--2021-07-16--07-19-33_53.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-16--07-32-53_53.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-16--07-32-53_64.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-20--07-48-26_47.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-20--07-48-26_48.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-20--07-48-26_49.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-20--10-23-14_52.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-25--06-51-20_52.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-25--06-51-20_53.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-014--2021-07-25--08-20-23_46.jpeg,2,4,Bird,Big_mammal
sawit/data/images/test\TE1-015--2021-03-21--20-38-30_frame_000096.jpeg,3,0,Small_mammal,Frog
sawit/data/images/test\TE1-015--2021-03-21--20-38-30_frame_000113.jpeg,3,1,Small_mammal,Lizard
sawit/data/images/test\TE1-015--2021-03-21--20-38-30_frame_000117.jpeg,3,1,Small_mammal,Lizard
sawit/data/images/test\TE1-015--2021-03-26--04-52-38_frame_000045.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-015--2021-03-26--04-52-38_frame_000046.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-015--2021-03-26--04-52-38_frame_000047.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-015--2021-03-26--04-52-38_frame_000048.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-015--2021-03-26--04-52-38_frame_000052.jpeg,3,4,Small_mammal,Big_mammal
sawit/data/images/test\TE1-015--2021-03-26--04-52-38_frame_000053.jpeg,3,1,Small_mammal,Lizard
sawit/data/images/test\TE1-015--2021-03-26--04-52-38_frame_000054.jpeg,3,1,Small_mammal,Lizard
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000050.jpeg,1,2,Lizard,Bird
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000060.jpeg,1,2,Lizard,Bird
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000070.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000080.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000085.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000090.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000095.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000100.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000105.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000120.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000128.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000135.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000145.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000155.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000180.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000200.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000250.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000350.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000360.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000361.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000373.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000374.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000385.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000395.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000400.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000405.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000410.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000415.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000420.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000430.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000440.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000445.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000450.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000455.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000460.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000465.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000470.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000475.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000480.jpeg,1,4,Lizard,Big_mammal
sawit/data/images/test\TE1-038--2017-11-27--21-50-10_frame_000485.jpeg,1,4,Lizard,Big_mammal
